tok	lemma	head	modifier	trancription_name	L1	type
Geschlecht	Geschlecht	Geschlecht	NULL	fkb036_2008_07	cat	simplex
Rolle	Rolle	Rolle	NULL	fkb036_2008_07	cat	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb036_2008_07	cat	simplex
Frauen	Frau	Frau	NULL	fkb036_2008_07	cat	simplex
Karriere	Karriere	Karriere	NULL	fkb036_2008_07	cat	simplex
Familie	Familie	Familie	NULL	fkb036_2008_07	cat	simplex
Frau	Frau	Frau	NULL	fkb036_2008_07	cat	simplex
Frau	Frau	Frau	NULL	fkb036_2008_07	cat	simplex
Mutter	Mutter	Mutter	NULL	fkb036_2008_07	cat	simplex
Lehrerin	Lehrerin	Lehrerin	NULL	fkb036_2008_07	cat	simplex
Beruf	Beruf	Beruf	NULL	fkb036_2008_07	cat	simplex
Männer	Mann	Mann	NULL	fkb036_2008_07	cat	simplex
Frau	Frau	Frau	NULL	fkb036_2008_07	cat	simplex
Bisschen	Bißchen	Bißchen	NULL	fkb036_2008_07	cat	simplex
feminist	Feminist	Feminist	NULL	fkb036_2008_07	cat	simplex
Frauen	Frau	Frau	NULL	fkb036_2008_07	cat	simplex
Beispiel	Beispiel	Beispiel	NULL	fkb036_2008_07	cat	simplex
Beziehung	Beziehung	Beziehung	NULL	fkb036_2008_07	cat	simplex
Schritt	Schritt	Schritt	NULL	fkb036_2008_07	cat	simplex
Frauen	Frau	Frau	NULL	fkb036_2008_07	cat	simplex
Sprache	Sprache	Sprache	NULL	fkb036_2008_07	cat	simplex
Wörter	Wort	Wort	NULL	fkb036_2008_07	cat	simplex
Wörter	Wort	Wort	NULL	fkb036_2008_07	cat	simplex
Vorurteile	Vorurteil	Vorurteil	NULL	fkb036_2008_07	cat	simplex
Feministen	Feminist	Feminist	NULL	fkb036_2008_07	cat	simplex
Beispiel	Beispiel	Beispiel	NULL	fkb036_2008_07	cat	simplex
Feministen	Feminist	Feminist	NULL	fkb036_2008_07	cat	simplex
Schwule	Schwule	Schwule	NULL	fkb036_2008_07	cat	simplex
Feministen	Feminist	Feminist	NULL	fkb036_2008_07	cat	simplex
Männer	Mann	Mann	NULL	fkb036_2008_07	cat	simplex
Männer	Mann	Mann	NULL	fkb036_2008_07	cat	simplex
optimist	Optimist	Optimist	NULL	fkb036_2008_07	cat	simplex
Schritt	Schritt	Schritt	NULL	fkb036_2008_07	cat	simplex
Wahlrecht	Wahlrecht	Recht	Wahl	fkb037_2008_07	ukr	compound
Gleichberechtigkeit	Gleichberechtigkeit	Gleichberechtigkeit	NULL	fkb037_2008_07	ukr	compound
Grundgesetz	Grundgesetz	Gesetz	Grund	fkb037_2008_07	ukr	compound
Lebensstyl	Lebensstyl	Lebensstyl	NULL	fkb037_2008_07	ukr	compound
Möbelsstück	Möbelsstück	Stück	Möbels	fkb037_2008_07	ukr	compound
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Interessen	Interesse	Interesse	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Anfang	Anfang	Anfang	NULL	fkb037_2008_07	ukr	simplex
Jahrhunderts	Jahrhundert	Jahrhundert	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Themen	Thema	Thema	NULL	fkb037_2008_07	ukr	simplex
Länder	Land	Land	NULL	fkb037_2008_07	ukr	simplex
Rechte	Rechte	Rechte	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Auswirkungen	Auswirkung	Auswirkung	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Ideen	Idee	Idee	NULL	fkb037_2008_07	ukr	simplex
Glauben	Glauben	Glauben	NULL	fkb037_2008_07	ukr	simplex
Form	Form	Form	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Leute	Leute	Leute	NULL	fkb037_2008_07	ukr	simplex
Interesse	Interesse	Interesse	NULL	fkb037_2008_07	ukr	simplex
Idee	Idee	Idee	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Ende	Ende	Ende	NULL	fkb037_2008_07	ukr	simplex
Jahrhunderts	Jahrhundert	Jahrhundert	NULL	fkb037_2008_07	ukr	simplex
Hilfe	Hilfe	Hilfe	NULL	fkb037_2008_07	ukr	simplex
Suffragistinnen	Suffragistinnen	Suffragistinnen	NULL	fkb037_2008_07	ukr	simplex
Welt	Welt	Welt	NULL	fkb037_2008_07	ukr	simplex
Bemühungen	Bemühung	Bemühung	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Mal	Mal	Mal	NULL	fkb037_2008_07	ukr	simplex
Geschichte	Geschichte	Geschichte	NULL	fkb037_2008_07	ukr	simplex
Welt	Welt	Welt	NULL	fkb037_2008_07	ukr	simplex
Meinung	Meinung	Meinung	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Männer	Mann	Mann	NULL	fkb037_2008_07	ukr	simplex
Menschen	Mensch	Mensch	NULL	fkb037_2008_07	ukr	simplex
Gelegenheiten	Gelegenheit	Gelegenheit	NULL	fkb037_2008_07	ukr	simplex
Rechte	Rechte	Rechte	NULL	fkb037_2008_07	ukr	simplex
Anfang	Anfang	Anfang	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Erfolg	Erfolg	Erfolg	NULL	fkb037_2008_07	ukr	simplex
Folger	Folger	Folger	NULL	fkb037_2008_07	ukr	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb037_2008_07	ukr	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb037_2008_07	ukr	simplex
Feministinen	Feministinen	Feministin	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Männer	Mann	Mann	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Länder	Land	Land	NULL	fkb037_2008_07	ukr	simplex
Welt	Welt	Welt	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Entscheidungen	Entscheidung	Entscheidung	NULL	fkb037_2008_07	ukr	simplex
Partneuren	Partneuren	Partneuren	NULL	fkb037_2008_07	ukr	simplex
Jahrhundert	Jahrhundert	Jahrhundert	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Hause	Haus	Haus	NULL	fkb037_2008_07	ukr	simplex
Kinder	Kind	Kind	NULL	fkb037_2008_07	ukr	simplex
Haushalt	Haushalt	Haushalt	NULL	fkb037_2008_07	ukr	simplex
Entscheidung	Entscheidung	Entscheidung	NULL	fkb037_2008_07	ukr	simplex
Prinzip	Prinzip	Prinzip	NULL	fkb037_2008_07	ukr	simplex
Anderes	Andere	Andere	NULL	fkb037_2008_07	ukr	simplex
Leben	Leben	Leben	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	fkb037_2008_07	ukr	simplex
Rechten	Rechte	Rechte	NULL	fkb037_2008_07	ukr	simplex
Mehrheit	Mehrheit	Mehrheit	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Verantwortung	Verantwortung	Verantwortung	NULL	fkb037_2008_07	ukr	simplex
Stress	Stress	Stress	NULL	fkb037_2008_07	ukr	simplex
Wohnzimmer	Wohnzimmer	Wohnzimmer	NULL	fkb037_2008_07	ukr	simplex
Gründe	Grund	Grund	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Interessen	Interesse	Interesse	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Extremismus	Extremismus	Extremismus	NULL	fkb037_2008_07	ukr	simplex
Vertreter	Vertreter	Vertreter	NULL	fkb037_2008_07	ukr	simplex
Ruf	Ruf	Ruf	NULL	fkb037_2008_07	ukr	simplex
Bevölkerung	Bevölkerung	Bevölkerung	NULL	fkb037_2008_07	ukr	simplex
Wut	Wut	Wut	NULL	fkb037_2008_07	ukr	simplex
Aggresivität	Aggresivität	Aggresivität	NULL	fkb037_2008_07	ukr	simplex
Männer	Mann	Mann	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Männer	Mann	Mann	NULL	fkb037_2008_07	ukr	simplex
Konflikt	Konflikt	Konflikt	NULL	fkb037_2008_07	ukr	simplex
Risiko	Risiko	Risiko	NULL	fkb037_2008_07	ukr	simplex
Tür	Tür	Tür	NULL	fkb037_2008_07	ukr	simplex
Dame	Dame	Dame	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Arbeitsplatz	Arbeitsplatz	Arbeitsplatz	NULL	fkb037_2008_07	ukr	simplex
Männer	Mann	Mann	NULL	fkb037_2008_07	ukr	simplex
Stress	Stress	Stress	NULL	fkb037_2008_07	ukr	simplex
Lebens	Leben	Leben	NULL	fkb037_2008_07	ukr	simplex
Auswirkung	Auswirkung	Auswirkung	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Möglichkeiten	Möglichkeit	Möglichkeit	NULL	fkb037_2008_07	ukr	simplex
Perspektiven	Perspektive	Perspektive	NULL	fkb037_2008_07	ukr	simplex
Männer	Mann	Mann	NULL	fkb037_2008_07	ukr	simplex
Unterschieden	Unterschied	Unterschied	NULL	fkb037_2008_07	ukr	simplex
Feminismus	Feminismus	Feminismus	NULL	fkb037_2008_07	ukr	simplex
Siegen	Siegen	Siegen	NULL	fkb037_2008_07	ukr	simplex
Interessen	Interesse	Interesse	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Folgen	Folgen	Folgen	NULL	fkb037_2008_07	ukr	simplex
Rechte	Rechte	Rechte	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Frauen	Frau	Frau	NULL	fkb037_2008_07	ukr	simplex
Krankenschwestern	Krankenschwester	Schwester	Kranken	fkb038_2008_07	nld	compound
Krankenschwester	Krankenschwester	Schwester	Kranken	fkb038_2008_07	nld	compound
Betriebsleben	Betriebsleben	Leben	Betriebs	fkb038_2008_07	nld	compound
Krankenschwestern	Krankenschwester	Schwester	Kranken	fkb038_2008_07	nld	compound
Krankenschwester	Krankenschwester	Schwester	Kranken	fkb038_2008_07	nld	compound
Krankenschwester	Krankenschwester	Schwester	Kranken	fkb038_2008_07	nld	compound
Krankenschwester	Krankenschwester	Schwester	Kranken	fkb038_2008_07	nld	compound
Entlohnung	Entlohnung	Entlohnung	NULL	fkb038_2008_07	nld	simplex
Menschen	Mensch	Mensch	NULL	fkb038_2008_07	nld	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb038_2008_07	nld	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb038_2008_07	nld	simplex
Frage	Frage	Frage	NULL	fkb038_2008_07	nld	simplex
Freunden	Freund	Freund	NULL	fkb038_2008_07	nld	simplex
Antwort	Antwort	Antwort	NULL	fkb038_2008_07	nld	simplex
Beschreibung	Beschreibung	Beschreibung	NULL	fkb038_2008_07	nld	simplex
Jobs	Job	Job	NULL	fkb038_2008_07	nld	simplex
Lehrern	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Thema	Thema	Thema	NULL	fkb038_2008_07	nld	simplex
Gruppe	Gruppe	Gruppe	NULL	fkb038_2008_07	nld	simplex
Mal	Mal	Mal	NULL	fkb038_2008_07	nld	simplex
Niveau	Niveau	Niveau	NULL	fkb038_2008_07	nld	simplex
Frustration	Frustration	Frustration	NULL	fkb038_2008_07	nld	simplex
Frustration	Frustration	Frustration	NULL	fkb038_2008_07	nld	simplex
Meinung	Meinung	Meinung	NULL	fkb038_2008_07	nld	simplex
Frustration	Frustration	Frustration	NULL	fkb038_2008_07	nld	simplex
Erklärungen	Erklärung	Erklärung	NULL	fkb038_2008_07	nld	simplex
Gehalt	Gehalt	Gehalt	NULL	fkb038_2008_07	nld	simplex
Euro	Euro	Euro	NULL	fkb038_2008_07	nld	simplex
Monat	Monat	Monat	NULL	fkb038_2008_07	nld	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Problem	Problem	Problem	NULL	fkb038_2008_07	nld	simplex
Respekt	Respekt	Respekt	NULL	fkb038_2008_07	nld	simplex
Schlüsselwort	Schlüsselwort	Schlüsselwort	NULL	fkb038_2008_07	nld	simplex
Lehrern	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Krankenhaus	Krankenhaus	Krankenhaus	NULL	fkb038_2008_07	nld	simplex
Ärzte	Arzt	Arzt	NULL	fkb038_2008_07	nld	simplex
Chirurgen	Chirurg	Chirurg	NULL	fkb038_2008_07	nld	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb038_2008_07	nld	simplex
Lehrern	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Problem	Problem	Problem	NULL	fkb038_2008_07	nld	simplex
Beruf	Beruf	Beruf	NULL	fkb038_2008_07	nld	simplex
Status	Status	Status	NULL	fkb038_2008_07	nld	simplex
Respekt	Respekt	Respekt	NULL	fkb038_2008_07	nld	simplex
Loser	Lose	Lose	NULL	fkb038_2008_07	nld	simplex
Urlaub	Urlaub	Urlaub	NULL	fkb038_2008_07	nld	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb038_2008_07	nld	simplex
Respekt	Respekt	Respekt	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Sachen	Sache	Sache	NULL	fkb038_2008_07	nld	simplex
Gruppen	Gruppe	Gruppe	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Menschen	Mensch	Mensch	NULL	fkb038_2008_07	nld	simplex
Respekt	Respekt	Respekt	NULL	fkb038_2008_07	nld	simplex
Berufen	Beruf	Beruf	NULL	fkb038_2008_07	nld	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb038_2008_07	nld	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb038_2008_07	nld	simplex
Belohnung	Belohnung	Belohnung	NULL	fkb038_2008_07	nld	simplex
Respekt	Respekt	Respekt	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb038_2008_07	nld	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb038_2008_07	nld	simplex
Frage	Frage	Frage	NULL	fkb038_2008_07	nld	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb038_2008_07	nld	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb038_2008_07	nld	simplex
Berufen	Beruf	Beruf	NULL	fkb038_2008_07	nld	simplex
Firma	Firma	Firma	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Meinung	Meinung	Meinung	NULL	fkb038_2008_07	nld	simplex
Berufe	Beruf	Beruf	NULL	fkb038_2008_07	nld	simplex
Berufe	Beruf	Beruf	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Umschulung	Umschulung	Umschulung	NULL	fkb038_2008_07	nld	simplex
Ausnahme	Ausnahme	Ausnahme	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb038_2008_07	nld	simplex
Geld	Geld	Geld	NULL	fkb038_2008_07	nld	simplex
Beruf	Beruf	Beruf	NULL	fkb038_2008_07	nld	simplex
Welt	Welt	Welt	NULL	fkb038_2008_07	nld	simplex
Studienjahrs	Studienjahr	Jahr	Studien	fkb039_2008_07	eng	compound
Durchschnittsbetrag	Durchschnittsbetrag	Betrag	Durchschnitts	fkb039_2008_07	eng	compound
Bundesstaaten	Bundesstaat	Staat	Bundes	fkb039_2008_07	eng	compound
Lebensumstände	Lebensumstand	Umstand	Lebens	fkb039_2008_07	eng	compound
Ansichtssache	Ansichtssache	Sache	Ansichts	fkb039_2008_07	eng	compound
Ansichtssache	Ansichtssache	Sache	Ansichts	fkb039_2008_07	eng	compound
Prozentsatz	Prozentsatz	Satz	Prozent	fkb039_2008_07	eng	compound
Versuch	Versuch	Versuch	NULL	fkb039_2008_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Ansichten	Ansicht	Ansicht	NULL	fkb039_2008_07	eng	simplex
Wille	Wille	Wille	NULL	fkb039_2008_07	eng	simplex
Themen	Thema	Thema	NULL	fkb039_2008_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Jobs	Job	Job	NULL	fkb039_2008_07	eng	simplex
Person	Person	Person	NULL	fkb039_2008_07	eng	simplex
Person	Person	Person	NULL	fkb039_2008_07	eng	simplex
Ländern	Land	Land	NULL	fkb039_2008_07	eng	simplex
Beispiel	Beispiel	Beispiel	NULL	fkb039_2008_07	eng	simplex
Anwälte	Anwalt	Anwalt	NULL	fkb039_2008_07	eng	simplex
Bewertung	Bewertung	Bewertung	NULL	fkb039_2008_07	eng	simplex
Ländern	Land	Land	NULL	fkb039_2008_07	eng	simplex
Thema	Thema	Thema	NULL	fkb039_2008_07	eng	simplex
Universität	Universität	Universität	NULL	fkb039_2008_07	eng	simplex
Weise	Weise	Weise	NULL	fkb039_2008_07	eng	simplex
Forschung	Forschung	Forschung	NULL	fkb039_2008_07	eng	simplex
Grundschulen	Grundschule	Grundschule	NULL	fkb039_2008_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb039_2008_07	eng	simplex
Betrag	Betrag	Betrag	NULL	fkb039_2008_07	eng	simplex
Lehrers	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lehrers	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Ort	Ort	Ort	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Schwester	Schwester	Schwester	NULL	fkb039_2008_07	eng	simplex
Stellen	Stellen	Stellen	NULL	fkb039_2008_07	eng	simplex
Städten	Stadt	Stadt	NULL	fkb039_2008_07	eng	simplex
Auswertung	Auswertung	Auswertung	NULL	fkb039_2008_07	eng	simplex
Schluss	Schluß	Schluß	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Städten	Stadt	Stadt	NULL	fkb039_2008_07	eng	simplex
Betrag	Betrag	Betrag	NULL	fkb039_2008_07	eng	simplex
Lehrers	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Bedarf	Bedarf	Bedarf	NULL	fkb039_2008_07	eng	simplex
Beispiel	Beispiel	Beispiel	NULL	fkb039_2008_07	eng	simplex
Erfahrung	Erfahrung	Erfahrung	NULL	fkb039_2008_07	eng	simplex
Schluss	Schluß	Schluß	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Lake	Lake	Lake	NULL	fkb039_2008_07	eng	simplex
Ausbildung	Ausbildung	Ausbildung	NULL	fkb039_2008_07	eng	simplex
Kind	Kind	Kind	NULL	fkb039_2008_07	eng	simplex
Recht	Recht	Recht	NULL	fkb039_2008_07	eng	simplex
Ausbildung	Ausbildung	Ausbildung	NULL	fkb039_2008_07	eng	simplex
Bedarf	Bedarf	Bedarf	NULL	fkb039_2008_07	eng	simplex
Auswertung	Auswertung	Auswertung	NULL	fkb039_2008_07	eng	simplex
Stadt	Stadt	Stadt	NULL	fkb039_2008_07	eng	simplex
Stadt	Stadt	Stadt	NULL	fkb039_2008_07	eng	simplex
Ende	Ende	Ende	NULL	fkb039_2008_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Wert	Wert	Wert	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb039_2008_07	eng	simplex
Arbeiten	Arbeiten	Arbeiten	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Auswerter	Auswerter	Auswerter	NULL	fkb039_2008_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb039_2008_07	eng	simplex
Wirtschaftler	Wirtschaftler	Wirtschaftler	NULL	fkb039_2008_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb039_2008_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb039_2008_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb039_2008_07	eng	simplex
Geld	Geld	Geld	NULL	fkb039_2008_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Karte	Karte	Karte	NULL	fkb039_2008_07	eng	simplex
Live	Live	Live	NULL	fkb039_2008_07	eng	simplex
Konzert	Konzert	Konzert	NULL	fkb039_2008_07	eng	simplex
Wert	Wert	Wert	NULL	fkb039_2008_07	eng	simplex
Musik	Musik	Musik	NULL	fkb039_2008_07	eng	simplex
Entertainment	Entertainment	Entertainment	NULL	fkb039_2008_07	eng	simplex
Entertainment	Entertainment	Entertainment	NULL	fkb039_2008_07	eng	simplex
Perspektive	Perspektive	Perspektive	NULL	fkb039_2008_07	eng	simplex
Mensch	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Geld	Geld	Geld	NULL	fkb039_2008_07	eng	simplex
Leute	Leute	Leute	NULL	fkb039_2008_07	eng	simplex
Fans	Fan	Fan	NULL	fkb039_2008_07	eng	simplex
Musik	Musik	Musik	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb039_2008_07	eng	simplex
Perspektive	Perspektive	Perspektive	NULL	fkb039_2008_07	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fkb039_2008_07	eng	simplex
Arbeit	Arbeit	Arbeit	NULL	fkb039_2008_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Chef	Chef	Chef	NULL	fkb039_2008_07	eng	simplex
Arzt	Arzt	Arzt	NULL	fkb039_2008_07	eng	simplex
Hemd	Hemd	Hemd	NULL	fkb039_2008_07	eng	simplex
Recht	Recht	Recht	NULL	fkb039_2008_07	eng	simplex
Hemd	Hemd	Hemd	NULL	fkb039_2008_07	eng	simplex
Namen	Name	Name	NULL	fkb039_2008_07	eng	simplex
Geld	Geld	Geld	NULL	fkb039_2008_07	eng	simplex
Fussball	Fußball	Fußball	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Grundschule	Grundschule	Grundschule	NULL	fkb039_2008_07	eng	simplex
Leben	Leben	Leben	NULL	fkb039_2008_07	eng	simplex
Jahr	Jahr	Jahr	NULL	fkb039_2008_07	eng	simplex
Zeichen	Zeichen	Zeichen	NULL	fkb039_2008_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Welt	Welt	Welt	NULL	fkb039_2008_07	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb039_2008_07	eng	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	fkb039_2008_07	eng	simplex
Lehrer	Lehrer	Lehrer	NULL	fkb039_2008_07	eng	simplex
Grundschule	Grundschule	Grundschule	NULL	fkb039_2008_07	eng	simplex
Menschen	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Spiel	Spiel	Spiel	NULL	fkb039_2008_07	eng	simplex
Mensch	Mensch	Mensch	NULL	fkb039_2008_07	eng	simplex
Geld	Geld	Geld	NULL	fkb039_2008_07	eng	simplex
Nahverkehrsgeschäft	Nahverkehrsgeschäft	Geschäft	Nahverkehrs	fkb040_2008_08	eng	compound
Kriminalität	Kriminalität	Kriminalität	NULL	fkb040_2008_08	eng	simplex
Anzeigen	Anzeigen	Anzeigen	NULL	fkb040_2008_08	eng	simplex
Fernseher	Fernseher	Fernseher	NULL	fkb040_2008_08	eng	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	fkb040_2008_08	eng	simplex
Meinung	Meinung	Meinung	NULL	fkb040_2008_08	eng	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	fkb040_2008_08	eng	simplex
Belohnung	Belohnung	Belohnung	NULL	fkb040_2008_08	eng	simplex
Eigentums	Eigentum	Eigentum	NULL	fkb040_2008_08	eng	simplex
Fall	Fall	Fall	NULL	fkb040_2008_08	eng	simplex
Leute	Leute	Leute	NULL	fkb040_2008_08	eng	simplex
Verhaften	Verhaften	Verhaften	NULL	fkb040_2008_08	eng	simplex
Verbrechers	Verbrecher	Verbrecher	NULL	fkb040_2008_08	eng	simplex
Informationen	Information	Information	NULL	fkb040_2008_08	eng	simplex
Polizei	Polizei	Polizei	NULL	fkb040_2008_08	eng	simplex
Verbrecher	Verbrecher	Verbrecher	NULL	fkb040_2008_08	eng	simplex
Tat	Tat	Tat	NULL	fkb040_2008_08	eng	simplex
Verhältnis	Verhältnis	Verhältnis	NULL	fkb040_2008_08	eng	simplex
Leistung	Leistung	Leistung	NULL	fkb040_2008_08	eng	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	fkb040_2008_08	eng	simplex
Beitrag	Beitrag	Beitrag	NULL	fkb040_2008_08	eng	simplex
Bekommen	Bekommen	Bekommen	NULL	fkb040_2008_08	eng	simplex
